detector,filter,sample_size,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1
animal_type_warthog,complex,2781,9,1719,1040,13,0.008579599618684462,0.4090909090909091,0.01680672268907563
animal_type_warthog,single_species,13045,422,7384,4571,668,0.08451832565591828,0.3871559633027523,0.13874732862074635
animal_type_warthog,only_buffalo,1169,0,668,501,0,0.0,NaN,NaN
animal_type_warthog,only_elephant,1190,0,707,483,0,0.0,NaN,NaN
animal_type_warthog,only_ostrich,356,0,261,95,0,0.0,NaN,NaN
animal_type_warthog,only_warthog,1090,422,0,0,668,1.0,0.3871559633027523,0.5582010582010583
animal_type_warthog,only_wildebeest,3057,0,1756,1301,0,0.0,NaN,NaN
animal_type_warthog,only_other,6183,0,3992,2191,0,0.0,NaN,NaN
animal_type_warthog,multi_species,491,10,282,184,15,0.05154639175257732,0.4,0.091324200913242
animal_type_warthog,multi_including_buffalo,18,1,13,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
animal_type_warthog,multi_including_elephant,7,0,4,3,0,0.0,NaN,NaN
animal_type_warthog,multi_including_ostrich,1,0,1,0,0,NaN,NaN,NaN
animal_type_warthog,multi_including_warthog,25,10,0,0,15,1.0,0.4,0.5714285714285715
animal_type_warthog,multi_including_wildebeest,323,2,187,132,2,0.014925373134328358,0.5,0.02898550724637681
animal_type_warthog,multi_including_none_of_the_five,124,0,77,47,0,0.0,NaN,NaN
animal_type_wildebeest,entire_dataset,50270,1399,39569,7321,1981,0.16043577981651377,0.413905325443787,0.2312396694214876
animal_type_wildebeest,daytime,368,8,281,62,17,0.11428571428571428,0.32,0.16842105263157897
animal_type_wildebeest,nighttime,183,2,131,48,2,0.04,0.5,0.07407407407407407
animal_type_wildebeest,blank,36734,0,32306,4428,0,0.0,NaN,NaN
animal_type_wildebeest,non_blank,13536,1399,7263,2893,1981,0.325955265610438,0.413905325443787,0.3647028154327424
animal_type_wildebeest,one_animal,6172,198,4108,1462,404,0.11927710843373494,0.3289036544850498,0.17506631299734748
animal_type_wildebeest,simple,4583,488,2409,1113,573,0.3048094940662086,0.4599434495758718,0.36664162283997
animal_type_wildebeest,complex,2781,713,746,318,1004,0.6915615906886518,0.41525917297612114,0.5189228529839883
animal_type_wildebeest,single_species,13045,1261,7152,2836,1796,0.3077861850134245,0.4124959110238796,0.35253005311713725
animal_type_wildebeest,only_buffalo,1169,0,817,352,0,0.0,NaN,NaN
animal_type_wildebeest,only_elephant,1190,0,890,300,0,0.0,NaN,NaN
animal_type_wildebeest,only_ostrich,356,0,316,40,0,0.0,NaN,NaN
animal_type_wildebeest,only_warthog,1090,0,868,222,0,0.0,NaN,NaN
animal_type_wildebeest,only_wildebeest,3057,1261,0,0,1796,1.0,0.4124959110238796,0.5840666975451597
animal_type_wildebeest,only_other,6183,0,4261,1922,0,0.0,NaN,NaN
animal_type_wildebeest,multi_species,491,138,111,57,185,0.7076923076923077,0.42724458204334365,0.5328185328185329
animal_type_wildebeest,multi_including_buffalo,18,0,11,7,0,0.0,NaN,NaN
animal_type_wildebeest,multi_including_elephant,7,0,2,5,0,0.0,NaN,NaN
animal_type_wildebeest,multi_including_ostrich,1,0,1,0,0,NaN,NaN,NaN
animal_type_wildebeest,multi_including_warthog,25,2,16,5,2,0.2857142857142857,0.5,0.36363636363636365
animal_type_wildebeest,multi_including_wildebeest,323,138,0,0,185,1.0,0.42724458204334365,0.5986984815618221
animal_type_wildebeest,multi_including_none_of_the_five,124,0,83,41,0,0.0,NaN,NaN
